261,4.0005,170.12,0,0,0,0,0,0,0,0,0,0,0,0
263.05,4.0005,162.63,0,0,0,0,0,0,0,0,0,0,0,0
265.11,4.0003,157.52,0,0,0,0,0,0,0,0,0,0,0,0
267.16,4.0001,153.43,0,0,0,0,0,0,0,0,0,0,0,0
269.21,4.0008,150.02,0,0,0,0,0,0,0,0,0,0,0,0
271.26,4.0009,146.95,0,0,0,0,0,0,0,0,0,0,0,0
273.32,4.0016,144.23,0,0,0,0,0,0,0,0,0,0,0,0
275.37,4.0037,141.84,0,0,0,0,0,0,0,0,0,0,0,0
277.42,4.0037,139.46,0,0,0,0,0,0,0,0,0,0,0,0
279.47,4.0014,137.07,0,0,0,0,0,0,0,0,0,0,0,0
281.53,4.0019,135.03,0,0,0,0,0,0,0,0,0,0,0,0
283.58,4.0007,132.99,0,0,0,0,0,0,0,0,0,0,0,0
285.63,4.0032,131.28,0,0,0,0,0,0,0,0,0,0,0,0
287.68,4.0043,129.58,0,0,0,0,0,0,0,0,0,0,0,0
289.74,4.0042,127.88,0,0,0,0,0,0,0,0,0,0,0,0
291.79,4.0029,126.17,0,0,0,0,0,0,0,0,0,0,0,0
293.84,4.0001,124.47,0,0,0,0,0,0,0,0,0,0,0,0
295.89,4.0026,123.11,0,0,0,0,0,0,0,0,0,0,0,0
297.95,4.0041,121.74,0,0,0,0,0,0,0,0,0,0,0,0
300,4.0047,120.38,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,226,3.0005,169.44,0,0,0,0,0,0,0,0,0
0,0,0,229.89,3.001,156.49,0,0,0,0,0,0,0,0,0
0,0,0,233.79,3.0013,148.66,0,0,0,0,0,0,0,0,0
0,0,0,237.68,3.0012,142.53,0,0,0,0,0,0,0,0,0
0,0,0,241.58,3.0012,137.41,0,0,0,0,0,0,0,0,0
0,0,0,245.47,3.0014,132.99,0,0,0,0,0,0,0,0,0
0,0,0,249.37,3.004,129.24,0,0,0,0,0,0,0,0,0
0,0,0,253.26,3.0019,125.49,0,0,0,0,0,0,0,0,0
0,0,0,257.16,3.0001,122.08,0,0,0,0,0,0,0,0,0
0,0,0,261.05,3.0046,119.36,0,0,0,0,0,0,0,0,0
0,0,0,264.95,3.0006,116.29,0,0,0,0,0,0,0,0,0
0,0,0,268.84,3.0047,113.91,0,0,0,0,0,0,0,0,0
0,0,0,272.74,3.0002,111.18,0,0,0,0,0,0,0,0,0
0,0,0,276.63,3.0054,109.14,0,0,0,0,0,0,0,0,0
0,0,0,280.53,3.0019,106.75,0,0,0,0,0,0,0,0,0
0,0,0,284.42,3.0028,104.71,0,0,0,0,0,0,0,0,0
0,0,0,288.32,3.0015,102.67,0,0,0,0,0,0,0,0,0
0,0,0,292.21,3.0055,100.96,0,0,0,0,0,0,0,0,0
0,0,0,296.11,3.0003,98.918,0,0,0,0,0,0,0,0,0
0,0,0,300,3.0008,97.214,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,183,3.0005,169.44,0,0,0,0,0,0
0,0,0,0,0,0,189.16,2.2008,162.97,0,0,0,0,0,0
0,0,0,0,0,0,195.32,2.201,146.61,0,0,0,0,0,0
0,0,0,0,0,0,201.47,2.2007,136.39,0,0,0,0,0,0
0,0,0,0,0,0,207.63,2.2007,128.56,0,0,0,0,0,0
0,0,0,0,0,0,213.79,2.2007,122.08,0,0,0,0,0,0
0,0,0,0,0,0,219.95,2.202,116.63,0,0,0,0,0,0
0,0,0,0,0,0,226.11,2.2035,111.86,0,0,0,0,0,0
0,0,0,0,0,0,232.26,2.2027,107.43,0,0,0,0,0,0
0,0,0,0,0,0,238.42,2.2005,103.35,0,0,0,0,0,0
0,0,0,0,0,0,244.58,2.2032,99.94,0,0,0,0,0,0
0,0,0,0,0,0,250.74,2.2013,96.533,0,0,0,0,0,0
0,0,0,0,0,0,256.89,2.2008,93.467,0,0,0,0,0,0
0,0,0,0,0,0,263.05,2.2024,90.741,0,0,0,0,0,0
0,0,0,0,0,0,269.21,2.2004,88.016,0,0,0,0,0,0
0,0,0,0,0,0,275.37,2.2018,85.631,0,0,0,0,0,0
0,0,0,0,0,0,281.53,2.2073,83.587,0,0,0,0,0,0
0,0,0,0,0,0,287.68,2.2026,81.202,0,0,0,0,0,0
0,0,0,0,0,0,293.84,2.2026,79.158,0,0,0,0,0,0
0,0,0,0,0,0,300,2.2081,77.455,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,132,1.2503,168.08,0,0,0
0,0,0,0,0,0,0,0,0,140.84,1.2512,137.76,0,0,0
0,0,0,0,0,0,0,0,0,149.68,1.2514,122.77,0,0,0
0,0,0,0,0,0,0,0,0,158.53,1.2507,111.86,0,0,0
0,0,0,0,0,0,0,0,0,167.37,1.2505,103.35,0,0,0
0,0,0,0,0,0,0,0,0,176.21,1.2524,96.533,0,0,0
0,0,0,0,0,0,0,0,0,185.05,1.2506,90.401,0,0,0
0,0,0,0,0,0,0,0,0,193.89,1.251,85.291,0,0,0
0,0,0,0,0,0,0,0,0,202.74,1.2522,80.862,0,0,0
0,0,0,0,0,0,0,0,0,211.58,1.2513,76.774,0,0,0
0,0,0,0,0,0,0,0,0,220.42,1.2541,73.367,0,0,0
0,0,0,0,0,0,0,0,0,229.26,1.2518,69.96,0,0,0
0,0,0,0,0,0,0,0,0,238.11,1.2555,67.234,0,0,0
0,0,0,0,0,0,0,0,0,246.95,1.2552,64.509,0,0,0
0,0,0,0,0,0,0,0,0,255.79,1.2507,61.784,0,0,0
0,0,0,0,0,0,0,0,0,264.63,1.2552,59.739,0,0,0
0,0,0,0,0,0,0,0,0,273.47,1.2566,57.695,0,0,0
0,0,0,0,0,0,0,0,0,282.32,1.255,55.651,0,0,0
0,0,0,0,0,0,0,0,0,291.16,1.2504,53.607,0,0,0
0,0,0,0,0,0,0,0,0,300,1.2503,51.904,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,35.8,1.2503,168.08
0,0,0,0,0,0,0,0,0,0,0,0,49.705,1.2512,137.76
0,0,0,0,0,0,0,0,0,0,0,0,63.611,1.2514,122.77
0,0,0,0,0,0,0,0,0,0,0,0,77.516,1.2507,111.86
0,0,0,0,0,0,0,0,0,0,0,0,91.421,0.72015,159.9
0,0,0,0,0,0,0,0,0,0,0,0,105.33,0.72095,117.66
0,0,0,0,0,0,0,0,0,0,0,0,119.23,0.72117,98.236
0,0,0,0,0,0,0,0,0,0,0,0,133.14,0.72156,85.291
0,0,0,0,0,0,0,0,0,0,0,0,147.04,0.72221,75.752
0,0,0,0,0,0,0,0,0,0,0,0,160.95,0.72239,68.257
0,0,0,0,0,0,0,0,0,0,0,0,174.85,0.72175,62.124
0,0,0,0,0,0,0,0,0,0,0,0,188.76,0.7207,57.014
0,0,0,0,0,0,0,0,0,0,0,0,202.66,0.72248,52.926
0,0,0,0,0,0,0,0,0,0,0,0,216.57,0.72093,49.178
0,0,0,0,0,0,0,0,0,0,0,0,230.47,0.72209,46.112
0,0,0,0,0,0,0,0,0,0,0,0,244.38,0.72266,43.387
0,0,0,0,0,0,0,0,0,0,0,0,258.28,0.72366,41.002
0,0,0,0,0,0,0,0,0,0,0,0,272.19,0.72001,38.617
0,0,0,0,0,0,0,0,0,0,0,0,286.09,0.7246,36.914
0,0,0,0,0,0,0,0,0,0,0,0,300,0.7259,35.21
